,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
157,SREBF1,4.527253731279322,LSM14B,22.76540121592487,CCT7,16.234683279025987,SLC41A2,0.6873933670673072,C2orf15,0.39117973436084613,NDNF,2.8271629084943
158,ERBB2,4.5267596608740694,ZCCHC24,22.765148729556927,GABPB2,16.1927967053129,MRPS36,0.6872821641898076,CDC5L,0.39094865488647546,GINS2,2.8264870264082886
159,CDH1,4.521806684089726,LHFPL2,22.765132802745516,DUSP19,16.192360577856164,TUBB,0.6870764220597051,IBTK,0.3909104071718971,LOC645166,2.826355012323423
160,L3MBTL3,4.520755026514765,LRRC15,22.762579604411236,TRAPPC13,16.18725314371435,GPRACR,0.6869455535322935,S100A4,0.39037979805564305,MTOR,2.826274549175103
161,FOXN2,4.5207415759582705,SPDEF,22.752154362024978,MAEA,16.153456069070277,GGT1,0.686923089741764,AVEN,0.39013756289082707,CHM,2.8252490505870447
162,SNX5,4.5171267689940455,AURKA,22.74802773570115,LARP4,16.102296472143085,MAT2B,0.6869098875983526,ACTR3,0.39004210006223194,PNKD,2.8251818363198917
163,EIF4B,4.514331047496787,LOC100289058,22.746508343746488,PTGR2,16.062277656229973,H2BC8,0.6866554623163756,ANXA4,0.38998537199476063,CSTF2T,2.8246256986101783
164,PRR15L,4.508684007961555,PTTG3P,22.744562703651702,ST13,16.06107104488741,TRAF5,0.6866058709648207,PREPL,0.38986182261062724,TPMT,2.821629981942866
165,MAT2B,4.505664818818128,STX2,22.720423550954244,TCF4,16.054853583959193,FUT11,0.6864649131165415,PKD2,0.3896963599635723,INSL5,2.819840326203842
166,CSGALNACT2,4.504089631597469,HCST,22.720175562574237,DNAJB12,16.0408860683359,KAZN,0.6864567224224568,RAB17,0.3896012330229095,SRGAP3,2.8195196016996187
167,SLC9A6,4.4999865367894945,SMG1,22.714466260877785,NOMO3,16.03512670864509,PRKD1,0.6860739638435629,DSTN,0.38944937945332625,LINC00482,2.8156424064722936
168,KIAA0319L,4.49839175920317,CREB3L4,22.70560383032111,TPM3,16.02576251125279,AUNIP,0.6860423524836076,CMPK1,0.38939506842383226,GCNT3,2.812284274453711
169,GALK2,4.492294054704509,ZCCHC14,22.67732288735365,LRRC2,16.016385263258698,TBCB,0.6857792592838524,ZEB2,0.3893182843758498,SYT10,2.80889939562359
170,HNRNPA1L2,4.491261460566462,CEP55,22.6772995725457,PLIN5,16.008667194473702,ODF2,0.6854051792872411,LAMB1,0.38918180070919756,ABCD2,2.808415148702194
171,FUT4,4.491203430213939,TJAP1,22.67522016924619,PLEKHA3,16.00190218471759,PFN1,0.6852540154475912,SLK,0.3891010682909688,OR52N2,2.807159155030746
172,N4BP2L1,4.487135098467948,CCT6A,22.673385856304854,PLEKHB2,15.988856651821381,UCK2,0.6850905787517011,JHY,0.38899010985565124,AKAP10,2.806374993113224
173,USP34,4.479151616916526,CD247,22.66849248523383,PRR13,15.981527396083187,C5,0.6848798893175946,VPS26A,0.38880644585755914,CTH,2.8052237061355187
174,NABP1,4.477005222701841,CORO1A,22.66699681594037,GJC1,15.95919474247832,SLC25A24,0.6848359163554649,SEPTIN11,0.3883013586135303,TTLL11,2.8048052497838696
175,SHROOM3,4.4752608197250066,MFSD6,22.663531576426873,TMEM203,15.941802194669563,SAPCD2,0.6844784622435229,ZNF557,0.3882949088373624,LINC02554,2.8041607890297833
176,IRX3,4.475008014415975,FANCI,22.65216865125173,THOC2,15.936056524911073,ALDOA,0.6842549790435448,LUC7L3,0.38783353835809015,LINC00308,2.802767347172254
177,FAM83H,4.473333027372467,TNFAIP3,22.64575725422032,ARF4,15.92761019130641,WRNIP1,0.6842181722605963,RAD17,0.38729686145966796,LGALS7,2.8023313752203793
178,FASN,4.471411545482985,SLC15A3,22.637035796307735,BC132896,15.895385721575623,ISOC1,0.6841855644329279,NOL8,0.38695236918101766,LRRC27,2.7974754742068053
179,MDFIC,4.471407594253962,PDE1A,22.63078580144305,SPG21,15.868206415090073,IP6K2,0.6839679892530256,PABPC1,0.3869020717451137,MAPKAPK3,2.7967056858874484
180,NIN,4.470198213907561,BOLA2,22.62074648259615,FAM98A,15.867148362330141,HAUS8,0.6835976638834945,EPS8,0.38678106713803156,ZC3H10,2.7960304276710564
181,DYRK1A,4.46455759061298,HCFC1R1,22.611191332424823,APITD1,15.829514154719636,YEATS2,0.6832321257256333,WIPF1,0.38596925863479337,PRRT3,2.792905702699303
182,COL11A1,4.4635916748695905,PABPC1,22.60339960680715,DNAH6,15.809752360922493,RNPS1,0.683016900234524,C6orf120,0.38594883330354973,CARD14,2.7927692339228334
183,RAP1GAP,4.462585606569845,AAMP,22.59881044138141,CHRNA5,15.80869921136384,RRP1,0.6825222086560758,SERINC1,0.38591091786135084,STXBP6,2.7917195734925815
184,PTPRF,4.461181834178828,LARP4,22.595352279598885,C14orf153,15.803813848773228,C9orf102,0.6821313664803857,TPI1P2,0.38580908109412637,GUSB,2.791054788191208
185,AGTRAP,4.460330167210437,ITGAX,22.591670517406158,FAM133B,15.771681105408582,COLQ,0.6821152924065217,PTPLAD2,0.38580675459740266,KRT17,2.790681762274896
186,ZNF467,4.459756370988647,CCNA2,22.589114520186197,ZBTB8A,15.67754764421834,GTF2IP1,0.6818054293175181,MFSD11,0.38572605580320996,ABCF2,2.7902163510450917
187,PGAM4,4.4593935064575625,C6orf47,22.58812234279061,OGT,15.676345790552734,NAPA,0.6816348315086557,DDR2,0.3853390690981957,FLII,2.7900587021260277
188,AGRN,4.458678851938837,C6orf62,22.585341021793273,ETS1,15.657070751710695,ABCA5,0.6815571298700698,RPLP2,0.38500099964419376,CEP85L,2.7899556281077036
189,GRHL2,4.456176882041615,ATP2A2,22.58482672996729,KCNH6,15.633956347731324,TBX21,0.6815124984607441,LINC01720,0.38482113634517834,WDR19,2.789247856167928
190,TMEM59L,4.453952317266077,CD86,22.579496125256803,MED23,15.616868647385079,CCDC69,0.6814423384571417,CLPTM1,0.38477131418786775,MICAL2,2.7882766563715706
191,CRACR2B,4.4529987005769875,CDCA3,22.574868269769958,FAM174A,15.615707272503242,ZNF234,0.6813456746984463,RGL1,0.38446852938338516,SEMA7A,2.7880269837870277
192,FNTA,4.452867823444472,WIPF1,22.572569864033305,LUC7L3,15.611081695360706,CTBS,0.6813343929574456,AKR1B1,0.3843580688456623,BVES-AS1,2.7878941710277854
193,FAM110A,4.447530594707105,EMP3,22.569545555289256,RBM25,15.610737991766845,PRPF4,0.6812842731247921,UQCRBP1,0.38435376818903577,EID2,2.787700440756146
194,LIX1L,4.443648731499644,MAP4K1,22.562210649308188,STAT2,15.568406954688413,PLXNA3,0.6812044098856155,CFAP74,0.38433111607228615,NR2F1-AS1,2.786700805336482
195,PIGX,4.439881484334415,HSPA1A,22.56118587319471,MCRS1,15.565895287248416,JMJD8,0.6811741433858777,RPL36A,0.3841124764778767,SEZ6L2,2.7865057090623857
196,DNAAF3,4.439168865222948,DBNDD1,22.549370525289664,TIA1,15.555504355678273,SEPTIN4,0.6811010914290592,CLDN14,0.3841083442783509,ABHD16A,2.7845813729378235
197,ZBED5,4.4379640684066946,C1QTNF5,22.537385548151065,FOXN3,15.551509749791151,CKAP2L,0.6808063658977437,CTHRC1,0.38400203117698783,HTR3C,2.7830138367268473
198,ZNF532,4.436744501311634,PREPL,22.532584406924315,CCND2,15.475461223517,CHEK1,0.680630972225599,TRMT10C,0.38373453887981357,SLC37A4,2.782963329172988
199,RGL2,4.436105812798507,RTN3,22.50999368390143,SBDS,15.456129500254887,HECW2,0.6804085505070415,CNIH4,0.38349701404668046,PAGR1,2.780686271369646
200,LRATD2,4.435783993230905,TXN2,22.495405146629693,RNPS1,15.44497273631812,NPAS1,0.6802549419349373,UPF1,0.38349312311296424,UCKL1,2.7802979719442114
201,TBC1D32,4.435127572669902,COQ7,22.490630615642285,NSF,15.403617934591892,ACP7,0.6801216043873117,IFI27L2,0.3834894961492846,RAF1,2.779834660424344
202,GFM2,4.434190200999466,OXT,22.487393595766402,PIK3CA,15.395090388041584,RUNX1,0.6797940082379337,CDKN1B,0.38342624237892287,NIPSNAP3B,2.77742064667273
203,ISY1,4.43314639123244,CD84,22.487293657948886,DYRK1A,15.380260245593488,ATP13A4,0.6797409070351706,EMILIN2,0.38340220727396124,RPGRIP1,2.7767612367683454
204,DEGS2,4.432682792680915,C17orf97,22.486944220907887,TCAF1,15.36720144509498,CTU1,0.6797398305331813,SPTLC1,0.38325244328237335,TMUB1,2.77644169846851
205,TTYH2,4.432239521034009,FSCN1,22.486665551198527,ACTG1,15.35883437467986,SIL1,0.6797154154356433,RBM34,0.3832199582145645,PSMD8,2.776403129971681
206,DCP2,4.431418945203763,SCAF8,22.47924936999823,SS18,15.337266226844251,CXXC5,0.6793111612897031,GAS1,0.382793729647828,NAA38,2.776264861676829
207,PI4K2A,4.428293510700159,PTGES3,22.477153519485952,PHIP,15.317501002291607,PLK5,0.6792933876907478,MEX3C,0.38243962304199597,NDUFA7,2.772618661914345
208,FRMD4A,4.427570182149895,COL12A1,22.476814436450635,EIF4A1,15.317303552427939,C17orf47,0.679181715362084,LEP,0.3822176830413566,KRTAP25-1,2.7724995724603474
209,PTPN2,4.427223821784105,LARP1,22.46547533733706,ATP2C1,15.301528477831033,REEP6,0.6791423958340218,RARRES2,0.3820334461529118,CRYBB1,2.7707369346817545
210,DMXL2,4.426987371789285,PRKCB,22.462551225584804,CHTF8,15.266346231825896,THUMPD1,0.6790837220543626,RETREG2,0.38196832942981973,ANKRD35,2.7687253686759705
211,SLC22A3,4.424847072452584,PTDSS1,22.457426968468816,IBTK,15.260766894627837,HCFC1R1,0.6790450723156726,LIX1L,0.381758697904428,PSCA,2.768072949402635
212,UBASH3B,4.422736032144616,TP53INP2,22.445054390240866,UBA6,15.249681675401435,SLC25A3,0.6789154960408487,USP1,0.38148752736015057,MUC5B,2.7677064900132433
213,OR2H2,4.42082845371401,SEC24D,22.438435093965275,SPDYE7P,15.235413111987025,RNF144A,0.6788626799969983,MYO10,0.3813685482968946,SEZ6,2.7634371586915596
214,OLR1,4.419430662380617,TBC1D10C,22.43264574297838,TM9SF3,15.223424739550286,POT1,0.6786997503233574,APH1B,0.3812683379525267,UBE3C,2.759287561899338
215,SLC3A2,4.419384444647199,H3F3A,22.426288591199064,UBL7,15.223239638820932,ARHGAP39,0.6786165867911123,MSTO1,0.38113533351177864,EFCAB12,2.7572933916387443
216,CCNB1IP1,4.418625500970657,EMILIN1,22.417590972368128,MPHOSPH8,15.210137132023984,ZNF296,0.6786034369952338,GLT8D2,0.38106316795436584,GAREM1,2.755818359483469
217,FAM153C,4.417276013545488,ZMYM2,22.415263837739037,SREK1,15.20338000940131,HSPA12B,0.6785253925754007,SEC24A,0.3810355915312969,STK19,2.7555649251996206
218,COL10A1,4.416742503658862,APH1A,22.39251695162862,DDX47,15.200363651974483,CUTA,0.6785025545710943,EIF4E,0.38101576422846317,NMNAT3,2.7540656391099803
219,DCK,4.41478089051581,NEK2,22.3882502920954,LSM12,15.187755562720934,PDPK1,0.6784079162602676,PLS3,0.3808124809940714,CYP2F1,2.753385817803413
220,RPLP0,4.410480820651641,ZNF205,22.382352807756156,TCTN3,15.171840094076307,ACY1,0.6783805232421012,RPS4X,0.3804053079893848,ARFGEF3,2.7529359233563673
221,DDX47,4.410180525764873,MMP2,22.367458014345438,FUT6,15.144101474828563,SNAP23,0.6782494593108522,IFFO1,0.38019761687406844,MGAT5,2.7522118946129233
222,RAB42,4.406501071038967,CLTC,22.341717720110868,MAT2B,15.13811685503583,KIF4A,0.6781846006788659,VAMP5,0.3801658892611955,COLGALT2,2.7507956382829155
223,C2orf15,4.404731908585591,ARHGAP25,22.340972853389562,PDXDC1,15.13651403628199,TMEM9B,0.6781335121802825,DDX17,0.3798205478369172,RDH16,2.750717879142664
224,RNA18SN5,4.4035814083685665,TYSND1,22.328922675210737,MSL3,15.125987806449608,TEK,0.678084833830602,COP1,0.37972359308237463,ZBED6CL,2.750687947757243
225,RPL35A,4.402451143808566,CRNDE,22.323157605372685,FAM86B1,15.117342950547696,PFKP,0.6780583257205373,NPTN,0.37937344106374704,BC039358,2.7482658437165
226,PRKCA,4.395160216397167,ACTR6,22.32091225165836,MAD2L1BP,15.092228115193853,SAR1B,0.677975278708284,GPKOW,0.3793008071097557,ABHD12,2.7469671406110443
227,TPD52,4.392992138401641,CD3D,22.320339847942183,PTBP3,15.08390867646523,MRGBP,0.6779380057936594,PUS3,0.3791739865368536,SMPDL3A,2.744657340831054
228,ANAPC4,4.39047687245238,CD96,22.318567635728215,DYRK2,15.076232371909038,MAPK14,0.677746590296045,MBNL2,0.3790976901234339,TTTY7,2.7443119402430667
229,TLE4,4.386533465116961,PRC1,22.312456761155335,CHD6,15.069050646762468,BIN3-IT1,0.6776281480239326,CYB5RL,0.37909492718478577,XRCC1,2.7412187756301765
230,HPN,4.382247386597368,U2AF2,22.309657754809535,WIPF1,15.066471722478344,CSTF1,0.6774347256246459,A2M,0.3790709026982074,MFSD8,2.7399524835718747
231,MRPL57,4.3820637583262805,LRP1,22.307028243020422,PLEKHO2,15.058961799803667,BAIAP3,0.6773355575828756,RPS25,0.37881915081341894,C10orf82,2.739922320747363
232,GNG2,4.377280373826705,CRTC2,22.306771404063095,IL4R,15.053029278172621,DNASE2,0.6771749583710845,KPNA3,0.37881024480199843,KRT8,2.739608978062072
233,PLEKHO2,4.376347099521033,KIAA1217,22.305213499171195,KLF10,15.043838568632358,ASB3,0.6771667307872974,KCTD12,0.37856619835581556,CYP4F8,2.739252031137086
234,SBDS,4.37416126896431,EXOSC9,22.30278539126078,XPNPEP3,15.032188469191704,CENPA,0.6771110253255194,YBX1,0.3783956313991203,SCD,2.737281069427379
235,LRRC8E,4.373901326702677,ICE1,22.299811215290045,WSB2,15.026566443833936,XPO5,0.6770125537034539,LGALS8,0.3782792328329497,ZNF121,2.7362030788014904
236,TFF3,4.368390206614618,MTMR11,22.28984622539418,RNF168,15.02437294894781,MAD2L1BP,0.6769638154869739,YES1,0.37811298822299366,CCDC155,2.7316902735615245
237,FBP1,4.365785384007015,CLDN20,22.281710621662505,PTBP2,15.019250508611789,FAM172A,0.6767845090948631,SKP1,0.37807313256053104,PHLDB3,2.7314785545176683
238,ARMC8,4.365740995123164,ANKRA2,22.280845606579007,RASSF2,15.009656407428615,POLR2D,0.6767121936755036,FBXO38,0.37803973475443203,ZNF843,2.7281660059009356
239,SNAP23,4.364889918371515,SLC7A7,22.275010439329645,DDX19B,15.004560027039478,SMARCA4,0.6766357078640837,LOC729852,0.37803894323990683,CXorf66,2.7278739732793924
240,IER5L,4.363715999355375,CCSER2,22.269594498537767,COG3,14.985638901200728,MIER1,0.6766316155779815,CCBE1,0.3777901429125838,REN,2.7276591281928932
241,GOLT1A,4.3599889217643435,RHOJ,22.266146247983865,SLC36A1,14.971218948305445,CALCRL,0.676189579495023,ZNF165,0.37769551640871135,CDK13,2.72448013788332
242,WDR74,4.357465767367148,CCR7,22.26493558432366,HECA,14.955333090164443,AATK,0.6760711800878442,FYTTD1,0.37760999340494183,TMEM92,2.7243190727301663
243,MATR3,4.351986082449999,EAF1,22.25132321817349,IFFO1,14.94091175554376,ZNF444,0.6757190187247045,ATP5MG,0.3775976482614687,FIS,2.723236907404231
244,PRODH,4.350957774452535,EIF2AK3,22.250376434831853,DAB2,14.939907635619312,TCEA1,0.67566869789155,HNRNPH3,0.3774736777315037,DNAJC14,2.722461838829347
245,CCT7,4.349364753047307,COL5A2,22.240442860789095,CYB5D2,14.937878838687114,SLC26A3,0.675620608034111,FAM171A1,0.37723967369958866,ERBB2,2.7221691910740886
246,H2BC5,4.348845103447517,CBR4,22.22914793857335,C6orf174,14.921197695674142,FTCD,0.6755385674529006,TOGARAM1,0.3771817503306412,DNAAF5,2.7189963667269095
247,EPHB2,4.347852172249911,PRR5L,22.22817959438252,ECD,14.92093656690041,NOL10,0.6753520887794264,CIR1,0.3771063562920587,DOLK,2.716107009693972
248,DHCR24,4.347727449208222,EIF1AX,22.22370531977481,ATG10,14.873935227141413,PRPF6,0.6753200558109793,SEMA3C,0.37708826537812995,COG8,2.7155189963568898
249,IRX5,4.34352819846756,CCNB2,22.22028138149604,SERPING1,14.863865731131789,RFXANK,0.6752533225548822,TIMP2,0.37696568929045526,AK000470,2.714085465110372
250,ZNF669,4.342414455444389,DRAM1,22.206495154459432,ALDOA,14.853636252874594,GUSB,0.6752259490451779,MTX2,0.37694151096369377,ARHGAP31,2.7132912233887936
251,TMED4,4.341577118291959,PTPRCAP,22.202285284794232,TRAPPC11,14.849289906673693,CBLB,0.6751917623424105,PLCG1,0.3768724088791467,GPR12,2.7129036926519943
252,NSG1,4.337038431659319,RB1CC1,22.199110790067596,RAB33B,14.849246074260309,ARHGEF10L,0.6750860603813646,CCP110,0.37681495278340604,H2AP,2.711529583817941
253,RNF145,4.3341068570561525,TOP2A,22.19461354470557,LETMD1,14.83686784352603,LRCH2,0.6748541447822604,RPL7,0.37640342615589184,GRK3,2.7101720296266096
254,LRRC1,4.333181877158315,ATP5F1B,22.184568008579735,LYPLA2,14.83042969903614,KMT2B,0.6746654037150249,RAVER1,0.3763708136066847,EXOC3L2,2.7100487861119325
255,ZNF786,4.332893845499222,CCL23,22.183677270081873,HERPUD1,14.820219834962172,ZBTB38,0.6746382743704163,UFM1,0.37590626582032777,ETFRF1,2.708958897866936
256,MBD4,4.332642861748262,FKBP2,22.18141571086705,ZNF493,14.803282146856139,ILF3,0.6746124699145278,CFLAR,0.3758098171323417,ZNF709,2.707617075617766
257,CTSD,4.332172023975604,ASPM,22.179417678020105,AKIRIN1,14.795249667677513,RASL12,0.6743655904392305,COX14,0.3756740665080447,SHISA6,2.7069504112410843
258,FAM102A,4.3305750832997605,LRRC46,22.172171744610814,SEC22C,14.794869712672382,FAM160B1,0.674358042719648,DNAH6,0.3756044005177275,PLLP,2.7057252918279153
259,CCDC24,4.328520937926437,NCF4,22.172120328556634,TOGARAM1,14.780003292074054,DHRS4L2,0.6743499071007375,ZNF669,0.3755041972562505,TRIM46,2.7049859095451003
260,SEMA6A,4.328397920478059,PPAT,22.17047041478,MTMR12,14.778527923722702,LAMC1,0.6742300116250958,CNBP,0.3755028970883052,CD300E,2.704974910245123
261,WDR35,4.3277201977726865,LY9,22.1694945077419,EML4,14.76056084291271,CYP2R1,0.6741275369609544,ITM2C,0.3753340562146127,DEFB106B,2.703870319451266
262,SPINK8,4.321271143697885,EBAG9,22.168527468246435,ZMAT3,14.753297698732204,DDC,0.6741254152220575,AUH,0.3751706083722451,PRSS54,2.7033401302682316
263,MARVELD3,4.3176345880842995,CD2,22.162764368124495,UBE2G1,14.740492243465996,SMG7,0.6740734836385867,SMARCA5,0.3750697587049996,UGT3A2,2.7030174676705254
264,ZNF22,4.316877747877914,IFFO1,22.146418515785662,WDFY1,14.734845334348124,KIFC2,0.6740102340867531,ARPP19,0.3748842264928311,ANKRD1,2.702877111689176
265,RAB1B,4.3145943205694826,LAT2,22.145809437375313,USP8,14.721526711076294,UGT2B7,0.6739651753068565,HMGB1,0.37459112016650775,MLH3,2.7027443633583697
266,ZBTB14,4.313937688751464,SLC16A3,22.141999541128826,XRN1,14.716771214283314,JAG1,0.6737717572727712,GLRX2,0.37457603321540217,ZNF33B,2.7023551746360903
267,RSPH1,4.312913576467879,CTSB,22.128933178345072,FYTTD1,14.711120909351079,POLR2M,0.6737342228525143,TMEM125,0.3744539277954216,ENO4,2.7023282265012836
268,HSPBAP1,4.312448577333051,VCPIP1,22.126218949098774,XPO4,14.710511960278184,PYCR2,0.6734774829618271,ADA,0.37444662081301866,PAXIP1,2.7019860563876246
269,CRIP2,4.311964847821296,ARF3,22.110424841474803,TTYH3,14.706962138883236,DRAP1,0.6731821815993457,MSANTD3,0.3744247514552467,DEFB103A,2.701861327667207
270,TTL,4.311477043044383,OSCAR,22.105441226064116,CLK1,14.70031297357931,H4C8,0.6731795947836209,MRGPRF,0.3743950522068178,TMEM51-AS1,2.701425563233587
271,SERHL2,4.309975340833615,TMEM120A,22.094486852706062,SLC38A2,14.699205104815837,ACBD5,0.6731661841469577,FRG1,0.374255799664232,TCF7,2.700347490277976
272,CLN3,4.308727403852905,EARS2,22.08659485042744,SENP7,14.679129282696607,WDR36,0.673049777672981,ANTXR2,0.37390290717370234,CAPNS1,2.7000843532061896
273,AMD1,4.308683815071477,CCL15,22.085468247920193,CCNL2,14.678741935368272,TNPO2,0.6729473786827012,ID2,0.37373582873503775,REPIN1,2.6978772735651955
274,ZCCHC7,4.307019390985418,SMTN,22.07942535453197,DAAM1,14.677748564248107,SBK1,0.6729445211798326,HDAC2,0.37368927394898405,CUX2,2.6963125115935695
275,IL7,4.306039025089184,MELK,22.078785457116883,HNRNPDL,14.646500398732135,CCDC81,0.6728813897157262,EPB41L2,0.3736205998948923,PCCB,2.696160326557391
276,COMP,4.304283322109729,USP10,22.07671064239738,UNC13A,14.64373046297656,ZNF174,0.6725023332984865,AOC4P,0.37360726731337685,PAQR9,2.6959818166399363
277,HEPH,4.304226590959834,PRPF4B,22.076459183690645,CUTA,14.642285753991874,GDPD3,0.6723814969358048,INTS8,0.3735337409416682,OLIG1,2.6959366389921646
278,CHST3,4.302648753511459,HNRNPUL1,22.07349432698448,HNRNPK,14.63541684446317,NDNF,0.6722274995979235,TCTN1,0.373506085409497,RBMXL3,2.6950915916535503
279,GID4,4.301848090613697,TSEN34,22.07103811305484,LHFPL2,14.631460214415354,MIER2,0.6721564416126328,APPL1,0.3734377291785991,PCDH20,2.6945753125816614
280,ARRDC3,4.3002997217098615,NDUFA10,22.066143881543102,GNB4,14.628892104730694,AKAP11,0.6721406352410281,DTWD2,0.37340858832047297,FAM43A,2.6939062657497184
281,KIAA0930,4.29582785274081,SLAMF6,22.06277705504571,RAX2,14.625899929465625,CAPZA2,0.6719319065329119,NARS1,0.37332450083050917,PRB2,2.6923644033427725
282,PLEKHA3,4.294334258480388,AP2S1,22.055379882855288,HMBS,14.62040596051916,IER5L,0.6718634961349158,HNRNPLL,0.3729581082509632,SCAI,2.69050949843938
283,ZNF91,4.29346754678132,PLOD1,22.048970110119402,SNAP23,14.617842711490153,PXMP4,0.6715460917714083,TDP1,0.37281043068857156,TMEM255A,2.690230922201429
284,SDC4,4.293396873558351,TNS3,22.043558065898843,FAM13B,14.609694532433144,GNMT,0.6714377744785147,TIA1,0.37260997693017434,LINC00410,2.6894005269150987
285,TSPAN15,4.293343308483293,PLXDC2,22.035704181582823,LRRFIP1,14.609659937447619,RSU1,0.6712930777344088,ABHD17B,0.3725646340207012,ZNF30,2.6892832342366764
286,FLJ23865,4.291548158857264,PLEKHO1,22.034400421934677,ISY1,14.602291624691379,HIBCH,0.6711348178847749,NKPD1,0.37250077551222227,OR8G2,2.6892690879488264
287,PHAX,4.290014689744172,STAT4,22.030209135752106,VPS26C,14.594648932648925,TMEM222,0.6710433530438167,VIM,0.37243294738396354,ZNF738,2.688966646783002
288,ARRDC1,4.289063064044805,PDCD6IP,22.02902139725796,DCTN4,14.594394072530271,TRIP13,0.6710227663162702,MSRB3,0.372359417062631,OR51B5,2.6885721919777668
289,RORC,4.288591860356164,TUBA1C,22.01906430170515,LOC729603,14.589255429508569,SAC3D1,0.6710029373421385,ZBTB8OS,0.37232396057513284,GC,2.6883004424841377
290,CREB3L4,4.286771170141454,SLTM,22.014498168320255,EIF3A,14.569552536832793,TSNAXIP1,0.6709134334129876,LY96,0.37231568961805,LMX1A,2.6873763870251013
