,gene_claudin-low,score_claudin-low,gene_LumA,score_LumA,gene_LumB,score_LumB,gene_Her2,score_Her2,gene_Normal,score_Normal,gene_Basal,Basal
6451,TMTC3,2.7222294530418942,ZFP36,15.258534733382003,FLOT1,7.252601658624435,COX7C,0.5260806429780102,PIGY,0.2321310923232315,GIPC3,1.700826779954311
6452,GARS1,2.722137854166684,VAMP8,15.257213099867714,PIGA,7.250990321807976,NSUN4,0.526063200304042,H1-0,0.23208729517166232,TMEM14EP,1.7007778507247941
6453,LSM2,2.7220136256801473,NFYA,15.256857913218479,PAAF1,7.250243824434263,HIVEP3,0.5260575361345614,TIMM44,0.23208492733112024,FKBP9,1.7007701063148124
6454,NKX2-8,2.721869904914977,SPC25,15.255196895161582,EIF3I,7.24991844587526,MKS1,0.5260399162255343,PREB,0.23207026535071376,PRICKLE1,1.7007431252082896
6455,RFC2,2.7217975902727614,NLRP10,15.25447155703317,SCLT1,7.248965992684368,RSBN1L,0.5260095866645915,LRP5,0.23202617914301543,CCDC150,1.700643950642551
6456,SNORD21,2.7215218401605297,CDKN1A,15.254350999252809,NME3,7.2479333088163465,SNX3,0.5259764628079668,TCF7L2,0.231984726007706,NCOA1,1.7006408739395962
6457,IRS2,2.7214508324869455,TMEM9,15.25300820758554,BEAN1,7.247682712392521,CFH,0.5259737200689782,FZD1,0.2319835421077183,SH3RF1,1.700632551322209
6458,TMCO6,2.7214480483189845,KNSTRN,15.252167168986775,SKAP2,7.24699581642423,TESK1,0.5259655108494885,SH3BGR,0.2319590834245962,SLC4A1,1.700608580657656
6459,INSM2,2.721419497394811,GTF3C6,15.251921349481142,MVD,7.246793282323935,NUP210P1,0.525948395652079,CHORDC1,0.23194992130950362,CYP2C18,1.700571811414885
6460,NOP10,2.7213749890595493,TASOR,15.251105860947114,DDT,7.246584076256194,TAF1L,0.5259462668572714,GALE,0.23190508610172353,WBP11P1,1.7005540972656408
6461,CD58,2.721305416059944,COX11,15.250854286304016,CEP170B,7.24610611195834,MTSS1,0.525901328495459,GCAT,0.2318963818729019,ZNF687,1.7005411648162192
6462,SNAP29,2.7211366848996557,TRAK1,15.25005333995915,NXPH3,7.245774186192318,NAP1L4,0.5258936893813436,VPS9D1,0.23188549530585642,PRAME,1.7003726180223229
6463,SLC2A4,2.7210836232621483,LENG1,15.249730535015741,LRRCC1,7.2452581849978,MAGEB10,0.5258831305643302,FUT4,0.23184662294798158,TJP2,1.7002684857417785
6464,TRMT1,2.721031901267928,PAF1,15.247576367432151,GGT2,7.245155985900389,GUCD1,0.5258762337487791,YPEL2,0.23184321155640514,CEL,1.7000710936445556
6465,AK293540,2.7208172558103736,ARHGAP12,15.246337193289518,BEX3,7.2421640816618735,ZMYND15,0.5258635042291934,PHF20L1,0.2318266591550604,REEP4,1.6998592218170996
6466,DCDC5,2.720551135774352,UPF1,15.245995445440748,SLC22A15,7.242116429158185,PTTG3P,0.5258632550912316,HTR4,0.2318228271671484,HGC6.1.1,1.6996840640156443
6467,SENP2,2.720268009593939,UGT2B7,15.245802942978267,GATM,7.240474873873661,ATP5PB,0.5258236393964542,PSMC1,0.23181361238127024,RGS9,1.6996466525090315
6468,POU6F1,2.719984784285916,TESC,15.24484813118991,STOX1,7.240139999495133,CDCA2,0.5258197754640396,KRT16,0.23180235922779688,TPSG1,1.6996282536453682
6469,NDFIP1,2.719961782751613,SLC1A4,15.243390809252706,MST1,7.239950332489907,CDC42BPA,0.5258151799509452,ERGIC1,0.23179978757189887,AFG1L,1.6996201066487333
6470,FAXC,2.7198963393362257,L3MBTL2,15.243268856010658,FAAH2,7.23987622552003,C17orf104,0.5258099440521151,UBE2A,0.23178841208473472,OTOP2,1.6995868589164955
6471,CT55,2.7198692367447417,MOSMO,15.242615611721796,PAM,7.239646565245186,ZNF138,0.5257889278479025,MAST3,0.2317678639791659,RBFA,1.699536712992031
6472,SDAD1,2.719667358834445,DACH1,15.242568761689368,RLN1,7.237775763694416,KLHL28,0.5257879363619512,IGIP,0.23176168351878806,GSG1,1.6995075050249617
6473,STAT1,2.7196121714758825,WDR62,15.242442897082954,ABCC3,7.23654232524347,MYH4,0.5257736938947124,PRAM1,0.23175303187937296,TBX21,1.6995030277555552
6474,LINC01094,2.719603551922303,PIGN,15.24187633241305,RCOR2,7.236323955618475,ANXA4,0.5257717258321503,MIEF1,0.23175042451248698,PSMC2,1.6993773890970514
6475,NPAS1,2.7195880529284078,DOCK8-AS1,15.241862205499107,CYGB,7.236209284322098,DKK3,0.5257237070945388,MRPL41,0.23173496052207226,JRKL,1.6993665807836484
6476,PTPN11,2.719495840805212,BMS1P2,15.240835805158596,DPH5,7.235739161147996,SHOX2,0.525715785406509,HPCAL4,0.23173193428788308,OR56B4,1.699329068696589
6477,HDHD5,2.719353689175528,SMARCA2,15.240152627373245,UTP15,7.235268876816945,LINC01132,0.5256846413844157,TRIM25,0.23168162661685998,GSTP1,1.6993006824861276
6478,PSMD2,2.719313878207608,GJC1,15.238554121399165,MTMR3,7.235267249725791,SRSF7,0.5256842775488257,POLA2,0.2316601514483785,BRSK2,1.6991674994183017
6479,PDE4B,2.7192846492200986,LBR,15.235564098466181,XG,7.235133792608791,ZNF549,0.5256782676481647,SCAMP3,0.231653178797438,C22orf23,1.6991141797542044
6480,NXPH4,2.719175976305772,CPNE1,15.23457856324249,THOC5,7.234713322274118,DAGLB,0.5256520124985521,TOMM40,0.23164019272764425,C16orf91,1.6991028225334575
6481,FAR1,2.719079740193525,ZNF629,15.233234999678269,PORCN,7.234371196655827,DDX6,0.525622362320784,ABAT,0.23161915796334587,ATP6V1C1,1.6988853073761059
6482,NSG2,2.718771519186935,PRXL2C,15.23130368361377,CCT4,7.233041774597584,MEIG1,0.5256091502101669,METTL14,0.23161580037135104,LINC00951,1.6988299228429944
6483,GGT5,2.7186265720342884,ZNF721,15.229916476546245,FBXO8,7.232466653242507,RGS22,0.5256087661835448,RANBP3,0.23161453285234204,HBM,1.6987423708445588
6484,CHST1,2.718321492254728,LAMC2,15.229549072494377,PDGFB,7.232307529568756,PLEKHO2,0.5256053467817914,GTPBP8,0.23158728176536109,ZNF414,1.698601124131778
6485,LGI4,2.7182840002291555,ZNF763,15.229056947023091,TSPAN17,7.231902679422971,ABHD10,0.5256025201319175,H2AZ1,0.2315785836567135,KIF21B,1.6984475499696896
6486,TFG,2.7182055836157546,FANK1,15.228046016583564,ZNF567,7.231786297171524,TOP2B,0.5255907260032258,SIAH1,0.2315680548958984,IK,1.6984447330182155
6487,TMEM18,2.7180054113489853,ECPAS,15.227771919052266,GFRA1,7.231466948092359,ATL3,0.5255853822605353,REST,0.23155117638180342,ABCD4,1.6984077322289208
6488,TBX15,2.717838234515164,AX747733,15.225829516023188,RNASE1,7.230840357687121,ST3GAL3,0.525584975328233,FRYL,0.2315280657056043,PRDM10,1.6983627525515455
6489,ZNF202,2.717347810339113,CARTPT,15.225682818001815,NUP153,7.230490853650228,CACFD1,0.5255498881613168,PIMREG,0.23152150256711151,PDCD2L,1.6983446575311663
6490,NDUFA13,2.717231821487808,APOC4-APOC2,15.225322662989395,NPIPB13,7.230368706201997,CLCC1,0.5255493034418615,UCHL3,0.23150750252026736,GTF2H4,1.6982744933327882
6491,RP9,2.7172289083962884,MANEAL,15.225318690712088,STOX2,7.230057443182149,CLOCK,0.5255296526338779,SNX29P1,0.2315019666929685,LINC00955,1.698268192212528
6492,OR11H12,2.717165968135071,BAZ1B,15.22498215448623,KCNC2,7.2295383819740335,OR2L3,0.5255269915299844,MYL6B,0.23148918617100345,WWC2-AS2,1.6982649820823266
6493,BIRC7,2.716919599013422,SFR1,15.224838374964893,CDCA7L,7.22888398159515,DNAJA1,0.5255088688073172,HERC3,0.2314728744711553,THAP8,1.6982301434105231
6494,NAB2,2.7168872677050833,TNFSF15,15.224803339999927,KRT81,7.2286969149328995,EN2,0.5255023540927888,CORO1B,0.2314704356595441,DDX56,1.698186351022866
6495,MXRA8,2.7167838132066358,WDR86,15.22444314425332,AIF1,7.228273044976611,HSPA12A,0.5254815571532043,NACAD,0.23144781722436625,IGF2BP2,1.6981542765607773
6496,LINC02275,2.7167158962448585,MYL6,15.223473749963745,RNF128,7.227939176183332,VASN,0.5254718414258404,TP53RK,0.23143200812997203,SPARCL1,1.698115767570478
6497,CALML4,2.716267319292243,KYAT3,15.223370372189999,ARTN,7.227775466473487,LSAMP,0.525471156974512,DHRS9,0.23142866124245393,RAB3GAP1,1.6980878880785133
6498,ZKSCAN1,2.7162577866475415,PIF1,15.223081655657092,EXOC6,7.226609116679963,DLEU1,0.5254703601489216,ZFYVE26,0.23140630119248173,LINC00999,1.6980688579668783
6499,ZFP64,2.7162035599287213,ZCWPW1,15.223078756190061,MRPL33,7.226333180737553,KLHDC1,0.5254590452760604,LTF,0.23140465942021213,FLJ46906,1.6980286937977314
6500,ANKRD50,2.716137267773157,PNN,15.22205947707926,ICK,7.224868682432176,FREM1,0.525443520765476,UBE2S,0.2314037145216212,CTAGE6,1.6979676770692322
6501,RETSAT,2.7161065396460278,ACTL6A,15.221931174565228,NANOS1,7.224298949873295,RHBDF2,0.5254382122896589,H3C11,0.2313767998544044,FANCD2OS,1.6978889886661892
6502,CNTNAP2,2.7160751565432926,SNRPB,15.221930709088769,ENTPD1,7.223870843851379,LOC554206,0.5254380119249583,ADCY3,0.23137565586977654,SSR1,1.697846854725062
6503,LINC01000,2.7159443461882953,C8orf76,15.22176933261443,PDZK1IP1,7.222041877219821,PAX7,0.5254367731254307,RPGRIP1,0.23137533300509855,NIF3L1,1.6978161899321378
6504,FAHD2B,2.715558709982879,CCR6,15.220476524621931,KLF2,7.219423111281027,UBN1,0.5254225531818316,BRMS1,0.23136571667071534,XYLT2,1.6978087003332956
6505,CSNK1A1,2.7152962200626085,C9orf100,15.22007219336873,ELMSAN1,7.218906149826671,MPC1,0.5254115069770255,SLC4A11,0.2313653636471128,TCEANC2,1.6976495142640748
6506,PTGFRN,2.7151511095068432,MTX3,15.219869822734678,CDH5,7.218717066396107,FRAT1,0.5254114209290519,SLC6A8,0.23135949090029415,IL6R,1.6976465765647966
6507,KIAA1755,2.7150255603118674,PFDN6,15.219102603827906,TIMM17A,7.218255096188524,TTC17,0.5253881281795896,OAS2,0.23135873807611723,MBOAT7,1.6976158015917686
6508,ZNF704,2.7149517502734586,CFB,15.219022778971569,SH3TC1,7.216993102272884,CDKN1A,0.5253821864264081,MTCL1,0.23135567991235936,ZNF404,1.6974652083328565
6509,OAT,2.714918619707636,MUC5B,15.218060586718506,DKFZp762B162,7.216947417705394,SLC16A2,0.5253800039960723,PDIA6,0.23134717186413412,NUP85,1.697324725083074
6510,SH2D3C,2.7146047042989734,SLC34A1,15.217322309619332,BEST1,7.2169408918265905,TMEM242,0.5253687574310032,ZNF594,0.23133719417494764,LOC142937,1.6972512438436265
6511,PHLDB3,2.7145705898935035,IL15RA,15.21575032900791,DAB2IP,7.215840611986337,BRWD1-IT2,0.5253407963009809,C19orf38,0.231335984202512,FCHO1,1.697211469388008
6512,PIK3C2G,2.7145392352519213,H2BC4,15.213891820031105,GPHN,7.2155702560864645,CHMP2A,0.5253246339920447,OLFML2A,0.2313337263616061,SPART,1.6971097476694503
6513,MBOAT1,2.7144118216582567,TBC1D10A,15.213845945267604,PLPP1,7.215436446978074,DKFZp667P0924,0.525321085591779,GTF2B,0.23132157785299973,EMD,1.6969385542891575
6514,NREP,2.7143611901211955,MME,15.213833659838329,PIP4P1,7.214978384211346,MRPL39,0.5253147415658344,PFN1,0.23130400715655233,PCYOX1,1.6968998919882827
6515,SNORD36C,2.7143514406042057,RAB15,15.21325265527336,C2orf49,7.213851952261403,PPP1R1A,0.5253134968436562,SLC6A16,0.23127357841776414,OR12D2,1.6966073666254007
6516,MTHFR,2.7143371069586046,PTPRE,15.21316157343751,TMEM242,7.213664510821573,LOC643339,0.5252652190508179,USP17L2,0.2312628560927228,KDELR2,1.696409415494475
6517,LINC01433,2.7141226248464414,EDEM2,15.212447107450165,GAREM1,7.212738055584415,ACAD9,0.525262139418791,ATAT1,0.2312296239543613,NOS1AP,1.6964031107293738
6518,SNHG5,2.714059173196605,WWC3,15.212420675939978,SLC25A25-AS1,7.21257624841003,TRIM25,0.5252465366018018,ITIH5,0.23119967163498611,PEMT,1.6962758809123106
6519,SOWAHD,2.713885499301692,UBE2G2,15.211677706444068,SPTY2D1,7.211582581137171,STX12,0.5252454833624999,ANKHD1,0.23118035205639884,GLRA1,1.6962386271502683
6520,ZDHHC2,2.7137433831390982,CNNM3,15.210132150119009,RIC3,7.211545624940375,RIMKLB,0.5252338668735924,POM121L10P,0.23117775151163075,PCDHGA11,1.6961955647071967
6521,GTF2H2B,2.7137203368714675,PIBF1,15.20910445574771,ZNF33B,7.2114143640581405,MRPS17,0.5252312812886527,FEZF2,0.23116438010606336,ZSCAN32,1.6961217577900598
6522,STMN1,2.71360590798218,CCDC175,15.208138711232662,FXYD5,7.210203681917002,MUSK,0.5251661930841297,PRDM2,0.23115354696370954,DKFZp761P221,1.6961032764344621
6523,RAB3GAP1,2.713604299616961,H4-16,15.2072843192847,P2RY10,7.209491125725434,ZNF573,0.5251655034440998,RBM15B,0.2311530843177268,POU4F1,1.696001540506948
6524,CATSPER1,2.713230101868024,TMEM198B,15.207265289004757,BRPF1,7.208710092675102,SF3A3,0.5251636013972839,ARID3B,0.23113958429795559,ANXA6,1.6956423236912783
6525,F3,2.7127337930011857,KCNQ3,15.204698197857308,NELFB,7.208347379807627,XAF1,0.5251459657804941,SELL,0.23112994548223736,TARS2,1.6956340901892535
6526,SNORD30,2.7125550767246525,PSTPIP2,15.20448394057341,COMMD7,7.206596720775909,COL4A1,0.5251451447733254,PDCL,0.23107632639020714,MAFF,1.695602629266187
6527,SLC14A1,2.7125523850641935,EPHX2,15.204099999359514,ZNF425,7.206230138165686,SUPV3L1,0.5251031393748563,ZNF346,0.23107113390332665,PDE8B,1.6955631502335795
6528,SSR1,2.712480250766269,TFB2M,15.203881763124569,NGLY1,7.206063967750795,OPA1,0.5250934733983342,FAT1,0.2310698215870183,SYNRG,1.6955511588081995
6529,TNFAIP8L1,2.7124430864132565,C2orf88,15.203318945676841,CRYAB,7.206004708622695,GK2,0.5250913239214144,NUTM2G,0.23103206664676168,L3HYPDH,1.6955030476029014
6530,CPSF7,2.7124414465340987,PARP6,15.202431019315906,FRMD6,7.2056267947744574,RPL23AP64,0.5250517250858504,SNX30,0.23103035419392853,G6PC2,1.6954921290998695
6531,KLC3,2.7120386024225676,SERPINE2,15.202170828272227,CAMK2N1,7.205308660638565,CCNK,0.5250500353741566,SLC2A9,0.23101793381135077,ZNF263,1.695452634675406
6532,PITPNC1,2.71173545655298,GAK,15.201824354950196,PLEKHA6,7.205227670895611,MOGAT2,0.5250461949803219,GMPPA,0.23101429221328393,ADCY5,1.6954254051187851
6533,CPEB4,2.711710667006374,DOK2,15.201444574703137,IGIP,7.204177303862962,PLA2G4C,0.5250284795698928,SURF6,0.2310132451658361,MIIP,1.6953685431770047
6534,MINAR1,2.7116928212919036,IFRD1,15.201302043166233,TBCE,7.204155193380153,VPS72,0.5250266058687552,ARHGEF12,0.23101238425933912,HCFC1,1.6953514006572412
6535,KIAA0850,2.7114933641844745,PPM1A,15.201266948338418,IRAK2,7.204098814258309,COMMD4,0.5250242849127221,MRGBP,0.2309896520610612,PLAAT5,1.6953005622788495
6536,PRKAR1B,2.7112975286357948,RRM1,15.200163516167324,INSYN2A,7.203332970974946,KDELR2,0.5250180545244839,AFF4,0.23098441132677222,C16orf35,1.6952887162529107
6537,FNDC3A,2.7112092402241124,DTWD2,15.199602784560236,RPL39,7.201533279637936,VANGL2,0.5250147079450102,MCTP1,0.2309796179785306,psiTPTE22,1.6952886467912005
6538,UTP14C,2.7111863215018275,KIAA1324L,15.199282004287996,TLE3,7.201120320836333,TFB2M,0.5250098076452003,PKP2,0.23096230213339364,TTC23,1.6951723149962334
6539,CTAGE6,2.7109574967372843,ZEB1,15.198906819041317,ZNF629,7.200698438680626,C1orf46,0.524983666733956,POLR2I,0.23095505360617777,DDX59,1.6951682628594893
6540,STK3,2.7108847770442486,NAAA,15.198421704579935,COL4A2,7.199612928128228,THRAP3,0.5249786019235995,ITPRIPL2,0.23094576745983894,CH25H,1.6951605185170826
6541,CCN5,2.7107997181289596,ALDH1A3,15.198405101235402,DNAJC24,7.198827344477267,ACLY,0.5249588404155587,UTP14A,0.23092901671129987,NACA2,1.694930796156629
6542,MYOG,2.710760509220888,DYNLT3,15.19833681690328,UBXN11,7.198804244330695,C22orf23,0.5249587907719685,SLC9A3R2,0.23091841929403267,ST8SIA5,1.6948816581192478
6543,RGS22,2.7106784042001357,SEC62,15.198035929999527,DMWD,7.196808995301998,FAM98B,0.5249228439365163,FBXO44,0.23091322117377308,ST3GAL3,1.6948234578647245
6544,NEUROD1,2.710627683953799,FRY,15.19801116743172,TESK1,7.196709522590525,RETREG2,0.5249045552043081,SOX10,0.23091077149353806,CLASRP,1.694739575575702
6545,PUSL1,2.7102245326682604,WDR90,15.19721790192889,VWF,7.1943656059693035,CD9,0.5248996203845187,CHTF18,0.23090941525428657,EYS,1.6946515740997217
6546,C2orf68,2.710124510353155,FUNDC1,15.19479938696231,GPR137B,7.19413840135809,BSN,0.5248939263208194,IFNL3,0.23088859333934558,AK311398,1.6945509519248623
6547,ATXN1L,2.710006004608955,SBNO2,15.194765081030345,AGPS,7.193766970243523,DYNC1LI2,0.5248760323096829,TPX2,0.23086689068393687,QSOX1,1.694547043254315
6548,CPT1A,2.7098043671525955,MPZL2,15.193635885989515,ST14,7.193206020119821,H1-0,0.5248607579710783,TTC15,0.23085377793316175,BC028360,1.6945439342477475
6549,JARID2,2.709797262908536,CREB1,15.193436354938413,OSCP1,7.19314504580977,LRP6,0.5248557421242644,FBXL19,0.23083176714368592,CES4A,1.6941686943626415
6550,CCNO,2.709637558378971,MMS22L,15.193287810540642,RBM22,7.1916555025430515,LOC401180,0.5248450352708922,CASTOR3,0.23083129751299816,NBPF1,1.6941527721874419
6551,PPP2R2C,2.7095971383319832,IFI27,15.193023030263477,RPL29P2,7.191387941172271,PCBD1,0.524844482412823,SPECC1L,0.23080994494828064,HNF1B,1.694125157887569
6552,AK095700,2.7092317335922798,PECAM1,15.192829184979068,FOXJ2,7.191276583978252,ADARB2-AS1,0.5248342231860961,ERI2,0.23080647392099662,MYPOP,1.694112627913248
6553,LMAN2,2.709132617106344,SLC29A1,15.192738430646152,ARMCX1,7.191249288141235,FAM178B,0.524832567534657,MATN2,0.23080014175166252,PHPT1,1.6941107649071772
6554,CMTM1,2.709105388068085,SLC9A3R1,15.192449276731221,EPYC,7.190510678481326,COL18A1,0.5248310285059625,TMC8,0.23079744842502967,DHDDS,1.694016636063074
6555,TBC1D14,2.7090728974343756,RGL3,15.191744190823163,LCN12,7.190381437162767,TRAPPC13,0.5248301553010782,GOLGA2,0.23076982271320953,SPANXA2,1.6940150421445908
6556,ANPEP,2.709017180903603,MYH10,15.191386559279248,NTHL1,7.190204821375254,LASS1,0.5248276951879373,ZNF343,0.23076835448094898,ZNF124,1.693906391802849
6557,PANK2,2.708894589029184,RALBP1,15.191353421955117,PIP5K1A,7.187015946269255,TINAGL1,0.5248248537773909,LRRC42,0.23076750657653078,LPL,1.6938485431435162
6558,SURF1,2.708805910272766,CFI,15.190904679916683,GNPTAB,7.186372282505765,IL13RA1,0.524808779825444,JRKL,0.23075821539599553,E2F1,1.6937776427064892
6559,FAHD2A,2.7087438867052995,ABCB6,15.190422983246926,KIAA0232,7.186332641927421,PSG8,0.524805644322165,ATRX,0.2307519581021803,BBS9,1.693710327089747
6560,STRN,2.7086545282562633,ZFP36L2,15.190106419665897,SLC35C2,7.1860246673428545,DUS4L,0.5247961146639852,PLXDC1,0.23075187897319008,TRIM4,1.693547262854165
6561,NCKAP5L,2.708422540149388,RHNO1,15.190069108277086,TOR3A,7.185801557416104,C11orf45,0.5247773699620863,GIMAP5,0.23074521055896624,MIR924HG,1.6935026306222138
6562,PTRH1,2.7083160509920425,CCHCR1,15.190024396275138,KRT18,7.184817032943813,ANKS1B,0.5247552245145939,UBAC2,0.23074165398501462,AQR,1.6933624776375311
6563,SLC35C2,2.708095148962048,EPB41L4A,15.189308606722658,C7,7.183898718699031,DSCR4,0.5247215015574778,ZNF280D,0.23074152737308745,ZC2HC1A,1.6933451501703904
6564,EDNRB,2.708058033268229,MYL6B,15.189206937780831,DNAAF2,7.18357741175993,USHBP1,0.524698623146491,TTC6,0.23073495092195712,FZD9,1.6932617559709007
6565,SERHL,2.7080511080491023,KLHDC10,15.18901761727942,CTSA,7.183396733684044,ITLN2,0.5246969757748817,MAFA,0.23073138348077968,TM4SF4,1.6932346892153545
6566,SPAG9,2.7079719659145978,SEPSECS,15.188847618294288,TMEM126B,7.183002991822646,FBXL20,0.5246942340669207,SSBP1,0.23072387531794547,DYNC2H1,1.693181481561038
6567,TRMT44,2.7077062043008153,UGT2B28,15.185840813165044,COL4A1,7.180971781073342,IPO4,0.5246685627902544,GOLGA6L1,0.2307211346336119,ASMTL,1.693075346479603
6568,RUSC1,2.7076896592529685,PNPLA3,15.185569473490741,CDCP1,7.178836478753867,SCAF1,0.5246532035343862,CSF3,0.23069592316819423,CCDC168,1.6930641475773445
6569,LINC01119,2.707633364436169,SPINK8,15.18493589338941,TYW3,7.17798986565734,PWP1,0.5246486234469231,TRDN,0.2306948603971464,CDK6,1.693043630608739
6570,TRIM31,2.707422665873566,VPS13D,15.184733672980004,COA1,7.177539424865363,RGS8,0.5246420477942181,GPS1,0.23068906155518865,BC052961,1.6930251095411262
6571,FLRT1,2.7072849662998615,BMP3,15.184435669048053,ZNF792,7.177210449149118,FBLN5,0.5246378333902575,NSUN5B,0.23068413705505614,MRPL34,1.6927310689036579
6572,DNER,2.7071394942595086,SEC61A1,15.184059203584772,TSPAN4,7.1760628118694765,EIF5B,0.5246232279660672,ETV5,0.23066950314331655,HLA-DRB5,1.6926856617271708
6573,RNU12,2.7070902504157237,ARHGEF10,15.183577208869806,LHFPL4,7.175644619096242,ABCA7,0.5246061096280062,IFT57,0.23066640508048133,SLC6A17,1.692624689960881
6574,TXNDC11,2.706879425915234,QSOX1,15.183187891395681,RB1CC1,7.1756037501813195,EIF4E3,0.5246050456661482,RPIA,0.23066211072214396,INF2,1.692480228854106
6575,PRR23A,2.7067037135325793,CFAP298,15.183156533117065,PITPNC1,7.174482577704148,PCBP2,0.5246025281972382,SEPHS2,0.23063404020249995,RWDD4,1.6924539354206574
6576,RCOR2,2.706568262626847,URB2,15.183152671091726,EHF,7.174296762762042,L3MBTL2,0.5245935691006308,HSD17B10,0.2306298684832312,FH,1.6924488749443258
6577,NMNAT2,2.7065505458594243,SLC6A1,15.18208090431445,ZNF239,7.173332983906579,THBS1,0.5245884074827833,HMOX2,0.23062380778473832,ZNF250,1.6923781623097334
6578,TMEM151B,2.7061737122205836,REEP2,15.181577096219845,F5,7.173110698966593,ACTR6,0.5245863491005067,DHRS3,0.23059995300646446,ZNF187,1.6923266864408861
6579,PRIM1,2.706106543307994,ORMDL1,15.181521084696232,NCAPG2,7.1729786389641035,CHTOP,0.5245818889435789,BCL2L13,0.23059763289023513,APOBEC2,1.6921720471527444
6580,OR6B1,2.7060896502380363,ATP5MG,15.181001210165444,HEXB,7.172972426730123,ROGDI,0.5245784255853643,ZNF217,0.23059399765601274,IQCF2,1.6921024604707098
6581,SMUG1,2.706051284189144,BRD8,15.180936496908297,CLN3,7.172794561615156,CCL27,0.5245675230688691,PLCH1,0.23057943044197754,LCMT2,1.6920888959769953
6582,PXDC1,2.7059929397449527,FBXO21,15.180910571136602,FAN1,7.171381182259773,MAP3K5,0.5245614019949725,DTX3,0.23057497967720475,RASGRF2,1.6919955716161068
6583,CD4,2.7059024883272906,NEDD8,15.180874746006745,FRYL,7.171202028363307,DHRS1,0.5245418132957991,BRAF,0.2305615926477369,H2AFB2,1.691954089666136
6584,CBR4,2.7058360257687872,AP2A1,15.180598627613783,AGBL5,7.169547967490935,TRIM5,0.5245287618126963,YTHDF1,0.23054203540281595,DRC3,1.691915008129462
6585,SLC30A3,2.705804328281467,ZFYVE21,15.180566030818218,CST6,7.1691984312323385,TULP4,0.5244949685329746,NSA2,0.23052736080702058,LRRC72,1.6918441089302418
6586,LRP1,2.705595433449667,BCL6B,15.180354599331189,LPAR2,7.168359299886586,PDIA4,0.5244875371736695,WBP2,0.23049825109881986,ENPP4,1.6918096042649693
6587,ANKRD20A4,2.705500126681313,HSPB8,15.179079755715485,AURKB,7.167831341199483,SLC25A26,0.5244734195950632,IFI27,0.23049004094633638,AK126539,1.6917965356612714
6588,INPP5B,2.70543904023131,SYNRG,15.17892897354422,TBC1D23,7.167238369373304,UPF2,0.524462254450283,ZBTB5,0.2304877253601575,CHRNA6,1.691781584603882
6589,FLJ46838,2.7053425289181607,MAPKAPK5-AS1,15.178888210257817,SCHIP1,7.167093050368522,PSMC6,0.5244613664849598,ESYT2,0.23047899340617264,TRNT1,1.6917651546453227
6590,HEYL,2.705202582219541,AK023536,15.178868758515145,NLRP1,7.1669231863281215,R3HDM2,0.5244474765846625,ST6GAL1,0.23045978470044196,GSE1,1.6917530364915871
6591,LNX2,2.705081038691651,PDK3,15.178827641838406,MSS51,7.165574704475413,ADIG,0.5244407599738922,MFSD13A,0.23044616822032796,NDST2,1.6916296041698293
6592,CC2D1A,2.7050633331707026,IKZF3,15.178158618245757,MARK3,7.165146151646581,PIR,0.5244295606570661,SIRT5,0.23044166489764542,FTL,1.6916093671211045
6593,OSBPL11,2.704990589233789,ASAH1,15.177381241268401,MIR671,7.1649804314939445,CAVIN1,0.5244282134902274,ZBTB16,0.23043617492481136,IGSF11,1.691527320153873
6594,SLC39A10,2.70497152814183,MTFR2,15.176300122170922,KCNQ1,7.164419426922395,PPP1R15A,0.5244240780808868,TGS1,0.23043530003971077,CTNNA3,1.6914556687500026
6595,SLC35F4,2.7045932201763208,IMPACT,15.1753728592309,HSF2BP,7.164202877881872,MALT1,0.5244061855212597,DMAP1,0.23041736401151994,LINC01558,1.6913930450132304
6596,GSTA4,2.7045671111603795,LOC401052,15.175260977259887,LMLN,7.163790994016301,PLAG1,0.5243996238135559,B3GNT8,0.2303816875289756,RN7SK,1.691299904174528
6597,WDPCP,2.7045133098800127,PCK2,15.173057395078562,ABCC4,7.1630085466682,RPS17,0.5243964885508805,PIK3C2B,0.23037991806693148,LINC01126,1.6912436715010077
6598,SMC2,2.704374246666717,RIPK2,15.172879085152582,CMTM7,7.16271303365965,AFAP1L1,0.5243947992840636,ALKBH4,0.2303377354297533,UAP1L1,1.691183681252989
6599,SSBP4,2.7042716960939055,NAV1,15.172713927373744,PI4KA,7.162203062932199,LTBP1,0.5243752286222192,SPATS2,0.23033027633862668,SEMA4F,1.6911509052450138
6600,P2RY12,2.704190050228031,ST13,15.171868960179863,MAP1A,7.161174545210676,SCAND2,0.5243604754259626,MCM2,0.2303280759837777,P2RY1,1.6910915855425028
6601,RAD54B,2.7040171505383035,FAM156A,15.171343164909802,ZBTB32,7.160155413656321,BORCS5,0.5243485910465823,GPR26,0.23031999140208861,ACOT4,1.6909381345772472
6602,SEPTIN4,2.7037109875923564,SLC35C1,15.171187705579504,ST13P4,7.159667046843134,EDDM3A,0.5243403881481483,ATXN7L3,0.23031327305725752,IRS2,1.690888244692159
6603,FAM221B,2.7036734091892893,PFKP,15.17074891165587,PRR22,7.159524584496133,TRPC1,0.5243400967915361,OR2W1,0.23029607124227278,C9orf135,1.6908875480089505
6604,MEOX2,2.7035368909904993,NCBP3,15.170049265253985,PIP4P2,7.159134551208601,FBXW11,0.5243394492608979,MTHFD2L,0.23026960198573332,PRSS21,1.6908643984516551
